Antigo,Novo,Existência,Mod,Plot,Type,Distance,Side,UniqueID,Altitude,Decl1,Decl2,Decl3,Decl4,Aspecto,Prof1,Prof2,Prof3,Prof4,Rocha1,Rocha2,Rocha3,Rocha4,Solo1,Solo2,Solo3,Solo4,Biom1,Biom2,Biom3,Biom4,Serra1,Serra2,Serra3,Serra4,esp_serra1,esp_serra2,esp_serra3,esp_serra4,grimpa1,grimpa2,grimpa3,grimpa4,hmax,dossel,agua,Gado,Veg,Fogo,tipo.veg,obs,obs2,data
TN4000,M01R02,SIM,1.0,M01R02,Ripária,75.0,E,TN4000_75_E,1504.0,5.0,8.0,3.0,3.0,40.0,21.0,25.0,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,6.0,92.0,98.0,95.0,94.0,2.1,4.0,3.0,2.5,5.0,10.0,50.0,25.0,13.0,20.55604167,,,,,FOM,,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,125.0,E,TN4000_125_E,1504.0,8.0,8.0,8.0,8.0,355.0,51.0,40.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,99.0,98.0,100.0,100.0,10.0,12.0,5.0,3.0,0.0,0.0,0.0,0.0,10.0,31.96427083,,,Mimosa scabrella + Car[a + Blechnum sp.,,FOM,,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,175.0,E,TN4000_175_E,1504.0,0.1,0.1,0.1,0.1,45.0,10.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,85.0,30.0,35.0,35.0,15.0,70.0,65.0,1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,8.0,28.04572917,,,Drimys angustifolia + Myrceugenia glauscecens,,FOM,,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,225.0,E,TN4000_225_E,1504.0,5.0,12.0,5.0,5.0,250.0,12.0,8.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,15.0,20.0,70.0,75.0,85.0,80.0,3.0,4.0,4.0,4.0,8.0,25.0,15.0,15.0,17.0,14.80864583,,,,,FOM,,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,25.0,D,TN4000_25_D,1504.0,15.4,13.5,18.0,17.0,255.0,23.0,18.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,90.0,85.0,85.0,15.0,10.0,15.0,15.0,3.0,3.8,2.5,1.0,10.0,0.0,1.0,0.0,14.0,12.35229167,,,,,FOM,Rio 2m Largura,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,75.0,D,TN4000_75_D,1504.0,12.0,12.0,12.0,12.0,280.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,4.1,7.0,3.0,7.0,8.0,0.0,5.0,2.0,11.5,13.56833333,,,Dicksonia sellowiana,,FOM,,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,125.0,D,TN4000_125_D,1504.0,3.0,3.0,3.0,3.0,240.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,95.0,95.0,95.0,95.0,5.0,4.0,3.0,4.0,2.0,0.0,30.0,10.0,17.0,11.21677083,,,Myrceugenia glauscescens,,FOM,,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,175.0,D,TN4000_175_D,1504.0,14.0,14.0,14.0,14.0,225.0,12.0,51.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,8.0,95.0,98.0,95.0,92.0,5.5,6.0,5.0,5.0,20.0,10.0,75.0,20.0,18.0,37.13739583,,,Myrceugenia glauscescens,,FOM,Rio 4m Largura,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,225.0,D,TN4000_225_D,1504.0,13.5,13.5,13.5,13.5,150.0,51.0,15.0,25.0,12.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,5.0,95.0,50.0,85.0,55.0,10.0,6.0,5.0,3.2,0.0,0.0,0.0,0.0,10.0,16.14864583,,,,,FOM,,,11/3/2020
TN4000,M01R02,SIM,1.0,M01R02,Ripária,25.0,C,TN4000_25_C,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4278125,,,,,FOM,,,
TN4000,M01R02,SIM,1.0,M01R02,Ripária,75.0,C,TN4000_75_C,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.98916667,,,,,FOM,,,
TN4000,M01R02,SIM,1.0,M01R02,Ripária,125.0,C,TN4000_125_C,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.60239583,,,,,FOM,,,
TN4000,M01R02,SIM,1.0,M01R02,Ripária,175.0,C,TN4000_175_C,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43364583,,,,,FOM,,,
TN4000,M01R02,SIM,1.0,M01R02,Ripária,225.0,C,TN4000_225_C,1504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.94375,,,,,FOM,,,
TS0150,M01R03,SIM,1.0,M01R03,Ripária,25.0,E,S0080_25_E,1460.0,6.0,6.0,6.0,6.0,0.0,3.0,8.0,18.0,5.0,10.0,25.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,85.0,70.0,100.0,55.0,1.5,1.5,1.0,1.4,6.0,40.0,9.0,50.0,19.0,21.48114583,,,Araucaria angustifolia + Myrceugenia spp.,,FOM,,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,75.0,E,S0080_75_E,1460.0,4.5,4.5,4.5,4.5,20.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,80.0,35.0,55.0,20.0,20.0,65.0,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,8.0,12.74177083,,,Myrceugenia glauscescens,,FOM,,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,125.0,E,S0080_125_E,1460.0,27.0,27.0,27.0,27.0,95.0,36.0,44.0,5.0,33.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,98.0,95.0,55.0,97.0,3.0,2.0,2.0,8.0,5.0,6.0,5.0,8.0,18.0,25.8528125,,,Dicksonia sellowiana,,FOM,ordem dos piquetes: 225=195; 175=145; 125=95; 75=45; 25=225,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,175.0,E,S0080_175_E,1460.0,27.0,27.0,27.0,27.0,70.0,51.0,22.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,95.0,97.0,98.0,100.0,7.0,5.0,10.0,7.5,0.0,0.0,0.0,0.0,15.5,19.37322917,,,Dicksonia sellowiana + Lomaria spanagelli,,FOM,,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,225.0,E,S0080_225_E,1460.0,9.0,1.0,3.0,0.1,75.0,40.0,44.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,95.0,100.0,95.0,92.0,5.5,3.0,4.0,5.5,10.0,15.0,11.0,5.0,16.0,29.41291667,,,Acca sellowiana + Dicksonia sellowiana + Lomaria spanagelli,,FOM,,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,25.0,D,S0080_25_D,1460.0,13.0,13.0,13.0,13.0,310.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,95.0,80.0,75.0,15.0,5.0,20.0,25.0,1.0,0.5,0.5,1.0,8.0,5.0,20.0,25.0,15.0,66.3803125,,,Araucaria angustifolia + Baccharis uncinella + Myrceugenia glauscescens,,FOM,,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,75.0,D,S0080_75_D,1460.0,35.0,35.0,35.0,35.0,260.0,10.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,75.0,100.0,100.0,90.0,5.9,7.1,6.0,7.0,75.0,90.0,90.0,50.0,17.0,42.2015625,,,Araucaria angustifolia + Dicksonia sellowiana,,FOM,,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,125.0,D,S0080_125_D,1460.0,1.5,1.5,1.5,1.5,0.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,15.0,10.0,70.0,75.0,85.0,90.0,0.5,0.5,0.5,0.5,8.0,0.0,10.0,6.0,20.0,15.47677083,,,Myrceugenia spp. + Araucaria angustifolia,,FOM,,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,175.0,D,S0080_175_D,1460.0,24.0,24.0,24.0,24.0,240.0,1.0,51.0,32.0,28.0,75.0,5.0,10.0,40.0,0.0,0.0,0.0,0.0,10.0,5.0,8.0,8.0,15.0,90.0,82.0,52.0,2.5,0.6,2.5,3.0,10.0,25.0,10.0,20.0,14.0,16.701875,,,Myrceugenia glauscescens + Araucaria angustifolia,,FOM,Coco gado 210-220 D; 190-200D; 170-190D; 125D; 75 E; 220-230D,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,225.0,D,S0080_225_D,1460.0,48.0,48.0,48.0,48.0,272.0,35.0,9.0,51.0,22.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,99.0,72.0,72.0,98.0,7.0,5.5,4.0,3.0,0.0,15.0,0.0,5.0,7.0,65.49541667,,,Cará,,FOM,Largura ponto 25 6 metros; p225 4m; p125 10 m,,11/5/2020
TS0150,M01R03,SIM,1.0,M01R03,Ripária,25.0,C,S0080_25_C,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.960625,,,,,FOM,,,
TS0150,M01R03,SIM,1.0,M01R03,Ripária,75.0,C,S0080_75_C,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0078125,,,,,FOM,,,
TS0150,M01R03,SIM,1.0,M01R03,Ripária,125.0,C,S0080_125_C,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65479167,,,,,FOM,,,
TS0150,M01R03,SIM,1.0,M01R03,Ripária,175.0,C,S0080_175_C,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2046875,,,,,FOM,,,
TS0150,M01R03,SIM,1.0,M01R03,Ripária,225.0,C,S0080_225_C,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.46666667,,,,,FOM,,,
TS1845,M01R04,SIM,1.0,M01R04,Ripária,25.0,E,TS1845_25_E,1540.0,36.0,39.0,36.0,38.0,120.0,51.0,15.0,51.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,100.0,97.0,85.0,90.0,11.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,10.0,24.8484375,,Sim,Dicksonia sellowiana,,FOM,piq 40-70 varias arvores caidas,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,75.0,E,TS1845_75_E,1540.0,23.0,23.0,23.0,23.0,130.0,15.0,8.0,12.0,8.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,100.0,89.0,95.0,80.0,11.0,4.0,6.0,6.0,100.0,80.0,20.0,10.0,9.5,61.54041667,,Sim,Dicksonia sellowiana,,FOM,Arvore caida,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,125.0,E,TS1845_125_E,1540.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,18.7178125,,Sim,,,FOM,,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,175.0,E,TS1845_175_E,1540.0,10.6,10.6,10.6,10.6,0.0,5.0,4.0,6.0,5.0,30.0,20.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,70.0,80.0,45.0,60.0,3.0,3.0,3.0,1.0,0.0,5.0,3.0,0.0,6.0,30.378125,,Sim,,,FOM,,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,225.0,E,TS1845_225_E,1540.0,16.0,15.0,13.0,15.0,0.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,10.0,5.0,95.0,92.0,90.0,95.0,4.0,1.5,3.0,1.9,0.0,1.0,0.0,1.0,7.0,25.98447917,,Sim,Myrceugenia spp.,,FOM,,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,25.0,D,TS1845_25_D,1540.0,13.0,20.0,10.0,24.0,330.0,51.0,51.0,13.0,8.0,0.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,15.0,8.0,10.0,8.0,85.0,92.0,84.0,52.0,2.5,3.0,1.5,2.0,3.0,0.0,40.0,3.0,12.0,9.3925,,Sim,Myrt marrom,,FOM,,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,75.0,D,TS1845_75_D,1540.0,17.0,17.0,17.0,17.0,0.0,40.0,20.0,13.0,40.0,10.0,50.0,50.0,20.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,82.0,49.0,46.0,80.0,6.0,8.0,4.5,6.0,28.0,9.0,12.0,20.0,17.0,21.9928125,,Sim,Dicksonia sellowiana,,FOM,,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,125.0,D,TS1845_125_D,1540.0,21.5,21.5,21.5,21.5,345.0,13.0,13.0,20.0,15.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,98.0,100.0,25.0,100.0,8.0,20.0,14.0,13.0,5.0,0.0,0.0,0.0,15.0,34.72177083,,Sim,Dicksonia sellowiana,,FOM,,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,175.0,D,TS1845_175_D,1540.0,22.0,22.0,22.0,22.0,315.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,80.0,97.0,100.0,5.0,20.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,20.0,3.0,0.0,17.0,40.480625,,Sim,,,FOM,Arvore caida,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,225.0,D,TS1845_225_D,1540.0,11.0,11.0,11.0,11.0,315.0,45.0,10.0,0.0,5.0,0.0,90.0,100.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15.0,88.0,10.0,0.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,10.37083333,100.0,Sim,Drimys angustifolia + Myrceugenia glauscecens,,FOM,,,11/1/2020
TS1845,M01R04,SIM,1.0,M01R04,Ripária,25.0,C,TS1845_25_C,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.585,,,,,FOM,,,
TS1845,M01R04,SIM,1.0,M01R04,Ripária,75.0,C,TS1845_75_C,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.705,,,,,FOM,,,
TS1845,M01R04,SIM,1.0,M01R04,Ripária,125.0,C,TS1845_125_C,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.70479167,,,,,FOM,,,
TS1845,M01R04,SIM,1.0,M01R04,Ripária,175.0,C,TS1845_175_C,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.58375,,,,,FOM,,,
TS1845,M01R04,SIM,1.0,M01R04,Ripária,225.0,C,TS1845_225_C,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.881145833,,,,,FOM,,,
TL0900,M01R05,SIM,1.0,M01R05,Ripária,25.0,E,L859_25_E,1455.0,13.5,13.5,13.5,13.5,5.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,98.0,92.0,98.0,100.0,1.0,2.0,1.4,1.5,0.0,0.0,0.0,0.0,6.0,40.9759375,,Sim,Myrceugenia glauscescens + Lomaria spanagelli,,FOM,,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,75.0,E,L859_75_E,1455.0,36.5,36.5,36.5,36.5,330.0,51.0,51.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,6.0,7.0,12.0,12.0,90.0,25.0,45.0,10.0,11.0,43.27927083,,,Dicksonia sellowiana + Araucaria angustifolia,,FOM,Largura rio: 6 m,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,125.0,E,L859_125_E,1455.0,36.0,36.0,36.0,36.0,335.0,18.0,0.0,0.0,25.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,95.0,0.0,0.0,90.0,3.0,0.0,0.0,2.5,5.0,0.0,0.0,3.0,10.0,16.95229167,,,Myrceugenia glauscescens,,FOM,,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,175.0,E,L859_175_E,1455.0,34.5,34.5,34.5,34.5,320.0,30.0,12.0,26.0,31.0,15.0,5.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,75.0,95.0,95.0,100.0,5.0,13.0,6.0,9.0,0.0,0.0,0.0,0.0,4.0,29.34010417,,,Dicksonia sellowiana,,FOM,,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,225.0,E,L859_225_E,1455.0,75.0,75.0,75.0,75.0,340.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.12979167,,,Araucaria angustifolia,,FOM,foto foi embaixo,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,25.0,D,L859_25_D,1455.0,8.0,8.0,8.0,8.0,210.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,95.0,95.0,92.0,92.0,2.5,2.0,1.5,1.5,30.0,15.0,5.0,10.0,11.0,15.0953125,,Sim,,,FOM,gado 20-30 d + e,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,75.0,D,L859_75_D,1455.0,23.5,23.5,23.5,23.5,215.0,51.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,7.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,15.32354167,,Sim,Dicksonia sellowiana,,FOM,,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,125.0,D,L859_125_D,1455.0,33.5,33.5,33.5,33.5,185.0,34.0,9.0,51.0,31.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,100.0,8.0,6.0,4.0,9.0,10.0,4.0,15.0,15.0,7.0,15.61520833,,Sim,Dicksonia sellowiana + Araucaria angustifolia,,FOM,gado 120-130; 150-160,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,175.0,D,L859_175_D,1455.0,18.0,18.0,18.0,18.0,170.0,10.0,30.0,19.0,25.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,60.0,100.0,8.0,6.0,9.0,10.0,85.0,20.0,10.0,30.0,20.0,9.055625,,,Dicksonia sellowiana + Araucaria angustifolia,,FOM,largura rio: 8 m,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,225.0,D,L859_225_D,1455.0,46.5,46.5,46.5,46.5,145.0,8.0,6.0,15.0,10.0,30.0,0.0,10.0,5.0,10.0,5.0,0.0,5.0,5.0,2.0,0.0,5.0,55.0,93.0,90.0,85.0,0.5,1.5,7.5,2.0,2.0,0.0,10.0,0.0,10.0,11.93802083,,Sim,Dicksonia sellowiana,,FOM,largura rio 10 m,,11/5/2020
TL0900,M01R05,SIM,1.0,M01R05,Ripária,25.0,C,L859_25_C,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.53791667,,,,,FOM,,,
TL0900,M01R05,SIM,1.0,M01R05,Ripária,75.0,C,L859_75_C,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.71614583,,,,,FOM,,,
TL0900,M01R05,SIM,1.0,M01R05,Ripária,125.0,C,L859_125_C,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8071875,,,,,FOM,,,
TL0900,M01R05,SIM,1.0,M01R05,Ripária,175.0,C,L859_175_C,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.484375,,,,,FOM,,,
TL0900,M01R05,SIM,1.0,M01R05,Ripária,225.0,C,L859_225_C,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.91802083,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,25.0,J,TW500_25_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,75.0,J,TW500_75_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,125.0,J,TW500_125_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,175.0,J,TW500_175_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,225.0,J,TW500_225_J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,25.0,M,TW500_25_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,75.0,M,TW500_75_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,125.0,M,TW500_125_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,175.0,M,TW500_175_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW0500,M02T01,NÃO,2.0,M02T01,Terrestre,225.0,M,TW500_225_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,25.0,J,TW1500_25_J,1604.0,19.0,8.0,12.0,5.0,100.0,40.0,21.0,20.0,40.0,2.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,95.0,62.0,85.0,100.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,16.28854167,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,75.0,J,TW1500_75_J,1604.0,23.0,24.0,17.0,15.0,70.0,23.0,29.0,19.0,8.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,98.0,100.0,95.0,75.0,5.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,10.0,17.84625,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,125.0,J,TW1500_125_J,1604.0,5.0,5.0,8.0,8.0,70.0,33.0,5.0,10.0,2.0,2.0,10.0,0.0,60.0,0.0,0.0,5.0,0.0,6.0,20.0,15.0,10.0,92.0,70.0,80.0,30.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,8.5,24.3940625,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,175.0,J,TW1500_175_J,1604.0,30.0,25.0,16.0,26.0,80.0,0.0,20.0,10.0,6.0,80.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,20.0,20.0,8.0,15.0,80.0,80.0,87.0,9.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,9.0,10.36104167,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,225.0,J,TW1500_225_J,1604.0,0.0,0.0,2.0,2.0,70.0,15.0,15.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,11.0,17.62479167,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,25.0,M,TW1500_25_M,1604.0,0.0,5.0,0.0,0.0,130.0,22.0,20.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,70.0,35.0,10.0,0.0,30.0,65.0,80.0,90.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.5,21.8253125,50.0,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,75.0,M,TW1500_75_M,1604.0,14.0,13.0,9.0,13.0,75.0,14.0,21.0,15.0,22.0,5.0,10.0,4.0,0.0,2.0,0.0,0.0,5.0,3.0,10.0,5.0,8.0,90.0,80.0,91.0,87.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,6.5,16.96541667,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,125.0,M,TW1500_125_M,1604.0,8.0,9.0,2.0,1.0,60.0,5.0,25.0,10.0,20.0,30.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,70.0,100.0,96.0,90.0,5.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,11.27625,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,175.0,M,TW1500_175_M,1604.0,6.0,5.0,7.0,5.0,85.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,95.0,60.0,85.0,10.0,5.0,40.0,15.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,7.0,12.89583333,,,,,FOM,,,
TW1500,M02T02,SIM,2.0,M02T02,Terrestre,225.0,M,TW1500_225_M,1604.0,6.0,8.0,8.0,4.0,55.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,61.51270833,,,,,FOM,,,
